#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes,Disponible de Remanentes por aplicación
,,5415,33212,1200400,Retribució sou base funcionari C2,10436.12,0,10436.12,5829.37,0
,,5415,33212,1200600,Triennis,6338.82,0,6338.82,3403.58,0
,,5415,33212,1210000,Complement Destí  funcionaris,21636.36,0,21636.36,11403.92,0
,,5415,33212,1210100,Complement específic funcionaris,45518.52,0,45518.52,24071.46,0
,,5415,33212,1510000,Gratificacions treballs extraordinaris,0,0,0,2208,0
,,5415,33212,1600000,Seguretat Social,37932.63,0,37932.63,17845.01,0
,,5415,33212,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca C",600,0,600,2903.91,0
,,5415,33212,2269900,Altres despeses -Biblioteca Can Peixauet,3600,0,3600,580.76,0
,,5415,33212,2279910,Contractes activitats artístiques i culturals-Biblioteca Can,3800,0,3800,0,0
,,5415,33213,1200300,Retribució sou base funcionari C1,59643.08,0,59643.08,34639,0
,,5415,33213,1200400,Retribució sou base funcionari C2,10400.3,0,10400.3,5811.46,0
,,5415,33213,1200600,Triennis,3343.14,0,3343.14,1875.38,0
,,5415,33213,1210000,Complement Destí  funcionaris,21636.36,0,21636.36,11711.99,0
,,5415,33213,1210100,Complement específic funcionaris,45518.52,0,45518.52,24699.6,0
,,5415,33213,1510000,Gratificacions treballs extraordinaris,0,0,0,2496,0
,,5415,33213,1600000,Seguretat Social,43522.31,0,43522.31,21454.62,0
,,5415,33213,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca S",600,0,600,790.01,0
,,5415,33213,2269900,Altres despeses -Biblioteca Singuerlin,3600,485.13,4085.13,1431.66,0
,,5415,33213,2279910,Contractes activitats artístiques i culturals-Biblioteca Sin,3800,0,3800,375.1,0
,,5415,33214,1200300,Retribució sou base funcionari C1,35706.48,0,35706.48,20248.14,0
,,5415,33214,1200600,Triennis,823.98,0,823.98,420.77,0
,,5415,33214,1210000,Complement Destí  funcionaris,11090.52,0,11090.52,6406.86,0
,,5415,33214,1210100,Complement específic funcionaris,22613.04,0,22613.04,13063.15,0
,,5415,33214,1510000,Gratificacions treballs extraordinaris,0,0,0,1216,0
,,5415,33214,1600000,Seguretat Social,21771.75,0,21771.75,10767.01,0
,,5415,33214,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca F",600,0,600,677.86,0
,,5415,33214,2269900,Altres despeses -Biblioteca Fondo,3600,0,3600,1706.6,0
,,5415,33214,2279910,Contractes activitats artístiques i culturals-Biblioteca Fon,3800,0,3800,673.7,0
,,5416,33403,2279910,Contractes activitats artístiques i culturals,11300,0,11300,0,0
,,5417,33404,2269900,Altres despeses -Centre Rellotge XXI,1000,0,1000,0,0
,,5417,33404,2279909,Contractes desenvolupament serveis- Centre Rellotge XXI,108000,0,108000,60427.71,0
,,5417,33405,2269900,Altres despeses -Mas Fonollar,1000,0,1000,0,0
,,5417,33405,2279909,Contractes desenvolupament serveis - Mas Fonollar,74350,0,74350,37500,0
,,5417,33406,2279909,Contractes desenvolupament serveis -Servei Pidces,14000,0,14000,0,0
,,5417,33407,1430000,Despeses per substitució,29826.64,0,29826.64,16506.17,0
,,5417,33407,1600000,Seguretat Social,9237.12,0,9237.12,4327.51,0
,,5417,33407,2279909,Contractes desenvolupament serveis- Programa Joventut,10000,45000,55000,0,0
,,5418,32601,2269900,Altres despeses,4400,0,4400,0,0
,,5418,32601,2279909,Contractes desenvolupament serveis,1000,0,1000,0,0
,,5419,23104,4890300,Transferències entitats (atenció a la dependència i a la gen,11975,598.75,12573.75,0,0
,,5419,23106,4800200,Transferències Serveis Socials a Institucions (Benestar Soci,15000,750,15750,0,0
,,5419,23113,4890100,Altres transferències (dona),4035,201.75,4236.75,0,0
,,5419,31100,4890300,Transferències entitats (zoonosi i protecció d'animals),1550,77.5,1627.5,0,0
,,5419,31101,4890300,Transferències entitats (salut pública i consum),15825,791.25,16616.25,0,0
,,5419,32600,4890100,Altres transferències (educació i infància),5500,275,5775,0,0
,,5419,33400,4890300,"Transferències entitats (cultura, gent gran, infància i jove",43512.72,2175.64,45688.36,0,0
,,5419,33702,4890300,Transferències entitats (Infància i Joventut),5487.28,274.36,5761.64,0,0
,,5419,92023,1300000,Retribucions bàsiques personal laboral,32368.86,0,32368.86,18463.33,0
,,5419,92023,1300200,Altres retribucions personal laboral,8456.64,0,8456.64,4940.08,0
,,5419,92023,1600000,Seguretat Social,12955.56,0,12955.56,6477.78,0
,,5419,92400,4890100,Altres transferències (cultura de proximitat),17868.41,893.42,18761.83,0,0
,,5419,92400,4890300,Transferències entitats (promoció de participació i ciutadan,1375,68.75,1443.75,0,0
,,5500,23103,2120100,Arrenjament habitatges,39000,0,39000,1369.54,0
,,5500,23104,2279909,Contractes desenvolupament serveis,40000,0,40000,0,0
,,5500,23105,1200000,Retribució sou base funcionari A1,17475.88,0,17475.88,8388.92,0
,,5500,23105,1200100,Retribució sou base funcionari A2,77829.22,0,77829.22,53197.69,0
,,5500,23105,1200300,Retribucions sou base funcionari C1,0,0,0,4825.49,0
,,5500,23105,1200400,Retribució sou base funcionari C2,21301.88,0,21301.88,24216.13,0
,,5500,23105,1200600,Triennis,13018.48,0,13018.48,7467.25,0
,,5500,23105,1210000,Complement Destí  funcionaris,36408,0,36408,25545.44,0
,,5500,23105,1210100,Complement específic funcionaris,70798.56,0,70798.56,49683.6,0
,,5500,23105,1300000,Retribucions bàsiques personal laboral,645385.73,0,645385.73,364479.45,0
,,5500,23105,1300200,Altres retribucions personal laboral,71763.36,0,71763.36,40744.62,0
,,5500,23105,1310000,Retribucions personal laboral eventual,0,0,0,4464.1,0
,,5500,23105,1430000,Despeses per substitució,140375.54,0,140375.54,87581.63,0
,,5500,23105,1600000,Seguretat Social,337626.23,0,337626.23,175433.36,0
,,5500,23105,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,2160.61,0
,,5500,23105,2210500,Productes alimentaris,1000,0,1000,16397.03,0
,,5500,23105,2230000,Transports,1000,0,1000,0,0
,,5500,23105,2269900,Altres despeses,1000,0,1000,0,0
,,5500,23105,2270400,"Custòcia, dipòsit i magatzematge",1000,7212.47,8212.47,7212.47,0
,,5500,23105,2270600,Estudis i treballs tècnics,0,0,0,0,0
,,5500,23105,2279909,Contractes desenvolupament serveis,59000,97460.75,156460.75,84658.55,0
,,5500,23105,4800100,Transferències Serveis Socials,392500,414074.77,806574.77,182463.29,0
,,5500,23115,4890800,Fons d' ajuts socials,2936000,-93233,2842767,1957543.15,0
,,5500,23115,4890900,Programa Metropolità de mesures contra la pobresa energètica,0,80141,80141,3199.11,0
,,5500,23115,6250100,Mobiliari,0,5854,5854,1845.81,0
,,5500,23115,6290100,Altres inversions noves associades al funcionament operatiu,0,2379,2379,379,0
,,5500,23123,2279909,Contractes desenvolupament serveis-Casals d'estiu,50000,0,50000,0,0
,,5500,92023,1200100,Retribució sou base funcionari A2,15479.52,0,15479.52,9468.32,0
,,5500,92023,1200300,Retribució sou base funcionari C1,11977.38,0,11977.38,6745.06,0
,,5500,92023,1200600,Triennis,3000.66,0,3000.66,1669.45,0
,,5500,92023,1210000,Complement Destí  funcionaris,8481.72,0,8481.72,4705.24,0
,,5500,92023,1210100,Complement específic funcionaris,15551.52,0,15551.52,8618.51,0
,,5500,92023,1300000,Retribucions bàsiques personal laboral,57157.54,0,57157.54,32718.62,0
,,5500,92023,1300200,Altres retribucions personal laboral,1583.4,0,1583.4,924.97,0
,,5500,92023,1600000,Seguretat Social,32363.7,0,32363.7,16131.23,0
,,5514,23100,1200000,Retribució sou base funcionari A1,17481.68,0,17481.68,16993.06,0
,,5514,23100,1200100,Retribució sou base funcionari A2,15496.66,0,15496.66,8726.59,0
,,5514,23100,1200300,Retribucions sou base funcionari C1,0,0,0,7998.27,0
,,5514,23100,1200600,Triennis,4639.92,0,4639.92,3481.5,0
,,5514,23100,1210000,Complement Destí  funcionaris,10964.16,0,10964.16,5903.96,0
,,5514,23100,1210100,Complement específic funcionaris,16181.88,0,16181.88,10646.86,0
,,5514,23100,1210300,Altres Complements funcionaris,0,0,0,7472.59,0
,,5514,23100,1300000,Retribucions bàsiques personal laboral,33888.68,0,33888.68,38077.63,0
,,5514,23100,1300200,Altres retribucions personal laboral,8815.8,0,8815.8,8317.43,0
,,5514,23100,1600000,Seguretat Social,33387.84,0,33387.84,23458.09,0
,,5514,23118,2269900,Altres despeses,3090,428.34,3518.34,1926.87,0
,,5514,23118,2270600,Estudis i treballs tècnics,5000,-5000,0,0,0
,,5514,23118,2279909,Contractes desenvolupament serveis,114000,-40622.73,73377.27,41929.88,0
,,5514,23118,4890100,Altres transferències,8500,-6500,2000,0,0
,,5514,23118,4890101,Conveni Banc del Temps,6500,0,6500,0,0
,,5600,23121,2270600,Estudis i treballs tècnics,0,0,0,0,0
,,5600,23121,2279909,Contractes desenvolupament serveis,516000,47031.83,563031.83,182206.9,0
,,5600,32700,1200300,Retribucions sou base funcionari C1,11859.82,0,11859.82,6652.94,0
,,5600,32700,1200600,Trienis,1036.62,0,1036.62,558.99,0
,,5600,32700,1210000,Complement destí funcionaris,3696.84,0,3696.84,2159.58,0
,,5600,32700,1210100,Complement específic funcionaris,6594.84,0,6594.84,3852.47,0
,,5600,32700,1300000,Retribucions bàsiques personal laboral,91247.21,0,91247.21,51833.6,0
,,5600,32700,1300200,Altres retribucions personal laboral,27997.68,0,27997.68,16355.3,0
,,5600,32700,1600000,Seguretat Social,40247.99,0,40247.99,20236.88,0
,,5600,92402,2260900,Actes i exposicions,8000,-8000,0,0,0
,,5600,92402,2270600,Estudis i treballs tècnics,6000,-6000,0,0,0
,,5600,92403,2269914,Dinamització processos,30000,-30000,0,0,0
,,5700,33801,2030000,"Arrendaments maquinària, instal·lacions i utillatge",30000,0,30000,3343.83,0
,,5700,33801,2260900,Actes i exposicions,9000,0,9000,0,0
,,5700,33801,2269900,Altres despeses,1000,0,1000,399.3,0
,,5700,33801,2279909,Contractes desenvolupament serveis,10000,0,10000,17270.69,0
,,5800,33701,1200300,Retribucions sou base funcionari C1,14292.88,0,14292.88,7869.47,0
,,5800,33701,1200400,Retribucions sou base funcionari C2,41710.08,0,41710.08,31894.8,0
,,5800,33701,1200600,Trienis,5460.84,0,5460.84,3377.41,0
,,5800,33701,1210000,Complement Desti funcionaris,18787.92,0,18787.92,12448.92,0
,,5800,33701,1210100,Complement Específic funcionaris,48976.92,0,48976.92,32271.18,0
,,5800,33701,1300000,Retribucions bàsiques personal laboral,140806.79,0,140806.79,73463.49,0
,,5800,33701,1300100,Hores extraordinàries,0,0,0,1246,0
,,5800,33701,1300200,Altres retribucions personal laboral,4871.64,0,4871.64,1912.11,0
,,5800,33701,1310000,Retribucions personal eventual temporal,81268.1,0,81268.1,22728.06,0
,,5800,33701,1430000,Despeses per substitucions,85858.82,0,85858.82,66735.95,0
,,5800,33701,1510000,Gratificacions treballs extraordinaris,0,0,0,90,0
,,5800,33701,1600000,Seguretat Social,137118.61,0,137118.61,58208.08,0
,,5800,33701,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,2160.61,0
,,5800,33701,1620900,Altres despeses socials,0,0,0,0,0
,,5800,33701,2120100,Manteniment d'edificis-casals,34000,0,34000,7469.37,0
,,5800,33701,2219900,Altres subministraments,1000,0,1000,2760.2,0
,,5800,33701,2230000,Transports,1000,0,1000,1018.28,0
,,5800,33701,2240000,Assegurances,1000,0,1000,0,0
,,5800,33701,2269900,Altres despeses,21100,0,21100,1844.17,0
,,5800,33701,2279909,Contractes desenvolupament serveis,35000,22000,57000,54825.48,0
,,5800,33701,4890100,Altres transferències,26000,-22000,4000,0,0
,,5800,33701,6250100,Mobiliari,0,477.95,477.95,0,0
,,5900,34000,2240000,Assegurances,0,0,0,0,0
,,5900,34000,2269900,Altres despeses,1600,0,1600,1417.69,0
,,5900,34000,2270600,Estudis i treballs Tècnics Administració,4350,0,4350,0,0
,,5900,34100,1300000,Retribucions bàsiques personal laboral,91993.63,0,91993.63,52463.17,0
,,5900,34100,1300200,Altres retribucions personal laboral,11981.4,0,11981.4,10764.36,0
,,5900,34100,1600000,Seguretat social,34538.52,0,34538.52,17250.78,0
,,5900,34100,2230000,Transports,0,0,0,2980,0
,,5900,34100,2260201,Publicitat i comunicació-foment esport,2500,0,2500,4912.6,0
,,5900,34100,2260921,Actes i activitats esportives,43500,-9556.12,33943.88,8563.41,0
,,5900,34100,2269950,Despeses diverses EN ESPECIE Cursa per la vida,0,0,0,0,0
,,5900,34100,2270600,Estudis i treballs Tècnics Promoció,4900,0,4900,0,0
,,5900,34100,2279915,Activitats esportives Gent Gran,38700,0,38700,25502.4,0
,,5900,34100,4890700,Programes esportius,74000,35406.12,109406.12,1706.12,0
,,5900,34100,4890801,Conveni Consell Esportiu Barcelonès Nord,48000,0,48000,48000,0
,,5900,34100,4890802,Associació Natació Gramenet - Ús piscina,12000,0,12000,0,0
,,5900,34100,4890803,Unió Colomenca d'Atelisme - Organització Cross A. Amorós,12000,0,12000,0,0
,,5900,34100,4890804,Club Patí Gramenet - Festival Patinatge,4200,0,4200,0,0
,,5900,34100,4890805,Futbol Sala La Unión - 24 hs Futbol Sala,4000,0,4000,0,0
,,5900,34100,4890807,Associació Esportiva Serra de Marina - Act. Esportives,2200,0,2200,0,0
,,5900,34100,4890808,Futbol Sala García - Promoció Futbol Sala,70000,0,70000,70000,0
,,5900,34100,4890811,Futbol Sala Ràpid Santa Coloma - Torneig FS,4500,0,4500,0,0
,,5900,34100,4890812,Club Ciclista Colomenc - Cursa Veterans Festa Major,2000,0,2000,0,0
,,5900,34100,4890820,Associació Espanyola Contra el Càncer-Cursa per la vida,3500,0,3500,0,0
,,5900,34100,6250000,Mobiliari,0,0,0,0,0
,,5900,34201,1300000,Retribucions bàsiques personal laboral,137098.9,0,137098.9,78714.76,0
,,5900,34201,1300100,Hores extraordinàries,0,0,0,1633.5,0
,,5900,34201,1300200,Altres retribucions personal laboral,3926.88,0,3926.88,6439.06,0
,,5900,34201,1600000,Seguretat social,47455.56,0,47455.56,22671.77,0
,,5900,34201,2120100,Manteniment d'instal·lacions esportives,25000,30000,55000,24615.97,0
,,5900,34201,2211100,Material Tècnic,6000,0,6000,291.61,0
,,5900,34201,2219900,Altres subministraments,3500,0,3500,0,0
,,5900,34201,2279919,Serveis de consergeria,420000,16912.92,436912.92,278192.92,0
,,5900,34201,4890815,Fundación Deportiva Grama - Gestió Nou Camp Municipal,65000,33000,98000,73500,0
,,5900,34201,4890818,Institut Numància - Pistes esportives,5400,0,5400,0,0
,,5900,34201,4890819,Institut Can Peixauet - Pistes Esportives,4000,0,4000,0,0
,,5900,34201,4890821,Centre Esportiu Raval,100000,0,100000,100000,0
,,5900,34201,4890822,Fundación Deportiva Grama - Camp Oliveres,33000,13000,46000,34500,0
,,5900,34201,4890823,Club Esportiu Lluita Braços,500,0,500,0,0
,,5900,34201,4890824,Institut Les Vinyes-Pistes Esportives,6000,0,6000,0,0
,,5900,34201,6320000,Edificis i altres construccions,0,434.68,434.68,284.86,149.82
,,5900,34201,7700000,Subvenció obres millora i ampliació CEM Can Zam a Duet Can Z,99036,0,99036,0,0
,,6000,92022,1100000,Retribucions Bàsiques Eventual Gabinets,15805.1,0,15805.1,9083.26,0
,,6000,92022,1100100,Retribucions Complementàries Eventual Ga,46558.2,0,46558.2,26632.28,0
,,6000,92022,1600000,Seguretat Social,13417.08,0,13417.08,6909.72,0
,,6000,92023,1200300,Retribució sou base funcionari C1,11836.86,0,11836.86,6652.94,0
,,6000,92023,1200600,Triennis,956.88,0,956.88,558.99,0
,,6000,92023,1210000,Complement Destí  funcionaris,3696.84,0,3696.84,2159.58,0
,,6000,92023,1210100,Complement específic funcionaris,6594.84,0,6594.84,3852.47,0
,,6000,92023,1510000,Gratificacions treballs extraordinaris,0,0,0,96.06,0
,,6000,92023,1600000,Seguretat Social,7112.28,0,7112.28,3573.04,0
,,6000,92400,2269900,Altres despeses,500,0,500,500,0
,,6100,32000,1300000,Retribucions bàsiques personal laboral,64709.18,0,64709.18,36927.38,0
,,6100,32000,1300200,Altres retribucions personal laboral,15765.72,0,15765.72,9209.8,0
,,6100,32000,1600000,Seguretat Social,24616.08,0,24616.08,12643.92,0
,,6100,32000,2260300,Anuncis oficials,1000,0,1000,0,0
,,6100,32000,2269900,Altres despeses,500,0,500,224.16,0
,,6100,32602,4890100,Transferències Consell Comarcal. Transport escolar,37000,0,37000,0,0
,,6100,32603,4890100,Convenis (educació i infància),8500,0,8500,0,0
,,6100,92023,1300000,Retribucions bàsiques personal laboral,30602.98,0,30602.98,14221.2,0
,,6100,92023,1600000,Seguretat Social,9628.59,0,9628.59,3871.86,0
,,6100,92023,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,2139.22,0
,,6100,92023,1620900,Altres despeses socials,0,0,0,0,0
,,6110,32001,2269900,Altres despeses,13000,45973.67,58973.67,56.04,0
,,6110,32001,2270600,Estudis i treballs tècnics,0,0,0,2776.95,0
,,6110,32001,2279909,Altres treballs realitzats per empreses i profesionals,0,0,0,23177.33,0
,,6110,32604,1200100,Retribució sou base funcionari A2,15325.86,0,15325.86,1585.74,0
,,6110,32604,1210000,Complement Destí  funcionaris,4784.88,0,4784.88,398.74,0
,,6110,32604,1210100,Complement específic funcionaris,8956.68,0,8956.68,746.39,0
,,6110,32604,1300000,Retribucions bàsiques personal laboral,31323.88,0,31323.88,11926.03,0
,,6110,32604,1300200,Altres retribucions personal laboral,2395.08,0,2395.08,0,0
,,6110,32604,1430000,Despeses per substitucions,0,0,0,13474.8,0
,,6110,32604,1600000,Seguretat Social,19879.08,0,19879.08,5876.05,0
,,6110,32604,4890600,Transferència a les famílies per l'adquisició de llibres,787320,0,787320,0,0
,,6110,32605,4890601,Transferència a les famílies per l'adquisició d'ordinadors,153600,0,153600,0,0
,,6120,32607,1200100,Retribució sou base funcionari A2,15730.04,0,15730.04,9725.52,0
,,6120,32607,1200600,Triennis,2974.56,0,2974.56,1580.72,0
,,6120,32607,1210000,Complement Destí  funcionaris,4784.88,0,4784.88,2542.63,0
,,6120,32607,1210100,Complement específic funcionaris,8956.68,0,8956.68,4759.48,0
,,6120,32607,1300000,Retribucions bàsiques personal laboral,21884.54,0,21884.54,12635.41,0
,,6120,32607,1300200,Altres retribucions personal laboral,654.48,0,654.48,369.59,0
,,6120,32607,1600000,Seguretat Social,17339.64,0,17339.64,8391.01,0
,,6120,32607,2230000,Transport,0,0,0,4820,0
,,6120,32607,2240000,Assegurances,0,0,0,265.38,0
,,6120,32607,2269900,Altres despeses,5000,1819.2,6819.2,0,0
,,6120,32607,2279909,Contractes desenvolupament serveis,32000,4518.27,36518.27,15617.56,0
,,6120,32607,2279910,Contractes activitats artístiques i culturals,0,0,0,3662,0
,,6120,32608,1300000,Retribucions bàsiques personal laboral,65402.38,0,65402.38,37380.51,0
,,6120,32608,1300200,Altres retribucions personal laboral,3770.4,0,3770.4,2167.51,0
,,6120,32608,1310000,Retribucions personal Laboral eventual,30808.3,0,30808.3,17964.98,0
,,6120,32608,1600000,Seguretat Social,31749.63,0,31749.63,15907.08,0
,,6120,32608,2279909,Contractes desenvolupament serveis (pla educatiu entorn),23400,0,23400,15129.19,0
,,6130,32001,2269900,Altres despeses diverses,0,0,0,0,0
,,6130,32301,1300000,Retribucions bàsiques personal laboral,39990.5,0,39990.5,18303.29,0
,,6130,32301,1300200,Altres retribucions personal laboral,1979.52,0,1979.52,749.04,0
,,6130,32301,1310000,Retribucions personal laboral eventual,0,0,0,2316.6,0
,,6130,32301,1430000,Despeses per substitució,31087.04,0,31087.04,17926.1,0
,,6130,32301,1600000,Seguretat Social,23034.6,0,23034.6,9518.76,0
,,6130,32301,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,2160.61,0
,,6130,32301,2279909,Contractes desenvolupament serveis,2000000,118500,2118500,1003449.47,0
,,6140,32302,1200300,Retribució sou base funcionari C1,12499.74,0,12499.74,6984.38,0
,,6140,32302,1200400,Retribució sou base funcionari C2,83149.24,0,83149.24,58259.07,0
,,6140,32302,1200600,Triennis,6986.84,0,6986.84,3551.36,0
,,6140,32302,1210000,Complement Destí  funcionaris,28914.12,0,28914.12,18040.37,0
,,6140,32302,1210100,Complement específic funcionaris,72059.52,0,72059.52,44950.63,0
,,6140,32302,1300000,Retribucions bàsiques personal laboral,476742,50000,526742,298345.39,0
,,6140,32302,1300100,Hores extraordinàries,0,0,0,1218.23,0
,,6140,32302,1300200,Altres retribucions personal laboral,12878.16,0,12878.16,6153.56,0
,,6140,32302,1310000,Retribucions personal Laboral eventual,21275.12,0,21275.12,6667.69,0
,,6140,32302,1430000,Despeses per substitució,150344.12,0,150344.12,91608.04,0
,,6140,32302,1510000,Gratificacions treballs extraordinaris,0,0,0,120,0
,,6140,32302,1600000,Seguretat Social,270779.81,0,270779.81,124436.79,0
,,6140,32302,1620900,Altres despeses socials,0,0,0,554,0
,,6140,32302,2120100,Manteniment d'edificis -educació,40000,9000,49000,0,0
,,6140,32302,4890100,Altres transferències,9000,-9000,0,0,0
,,6212,33701,1300100,Hores extraordinàries,0,0,0,0,0
,,7000,15100,1100000,Retribucions Bàsiques Eventual Gabinets,26883.6,0,26883.6,20178.67,0
,,7000,15100,1100100,Retribucions Complementàries Eventual Ga,82116.4,0,82116.4,42248.6,0
,,7000,15100,1200300,Retribució sou base funcionari C1,12334.66,0,12334.66,6890.36,0
,,7000,15100,1200600,Triennis,3056.04,0,3056.04,1719,0
,,7000,15100,1210000,Complement Destí  funcionaris,3696.84,0,3696.84,2159.58,0
,,7000,15100,1210100,Complement específic funcionaris,7603.32,0,7603.32,4441.59,0
,,7000,15100,1600000,Seguretat Social,34211.94,0,34211.94,15043.58,0
,,7000,15100,2200100,"Premsa, revistes, llibres i altres publicacions",2700,0,2700,0,0
,,7000,15100,2200200,MATERIAL INFORMÀTIC NO INVENTARIABLE.,0,0,0,0,0
,,7000,15100,2219909,Material tècnic,1500,0,1500,0,0
,,7000,15100,2240000,Assegurances,23000,0,23000,6944.51,0
,,7000,15100,2260300,Anuncis oficials,3000,3000,6000,4567.36,0
,,7000,15100,2269900,Altres despeses,2500,139.26,2639.26,3272.2,0
,,7000,15100,2270600,Estudis i treballs tècnics,0,21780,21780,1807.74,0
,,7000,15100,7800000,Subvencions ascensors,54000,0,54000,0,0
,,7000,15310,4650000,Consell Comarcal-Rondes,25000,0,25000,24909.24,0
,,7010,15001,1200000,Retribució sou base funcionari A1,58243.02,0,58243.02,33800.49,0
,,7010,15001,1200100,Retribució sou base funcionari A2,32270.95,0,32270.95,19639.76,0
,,7010,15001,1200300,Retribució sou base funcionari C1,96794.74,0,96794.74,66303.74,0
,,7010,15001,1200600,Triennis,20233.68,0,20233.68,10591.83,0
,,7010,15001,1210000,Complement Destí  funcionaris,66054.36,0,66054.36,37078.81,0
,,7010,15001,1210100,Complement específic funcionaris,139044.72,0,139044.72,78266.62,0
,,7010,15001,1300000,Retribucions bàsiques personal laboral,82878.78,0,82878.78,37969.04,0
,,7010,15001,1300100,Hores extraordinàries,0,0,0,96.06,0
,,7010,15001,1300200,Altres retribucions personal laboral,10738.68,0,10738.68,4437.37,0
,,7010,15001,1430000,Despeses per substitució,44164,0,44164,32203.89,0
,,7010,15001,1510000,Gratificacions treballs extraordinaris,0,0,0,384.24,0
,,7010,15001,1600000,Seguretat Social,151604.56,0,151604.56,70725.3,0
,,7010,15001,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,0,0
,,7100,17000,1200000,Retribució sou base funcionari A1,37326.2,0,37326.2,24854.31,0
,,7100,17000,1200400,Retribució sou base funcionari C2,10623.81,0,10623.81,5914.26,0
,,7100,17000,1200600,Triennis,7078.52,0,7078.52,3600.44,0
,,7100,17000,1210000,Complement Destí  funcionaris,15510.72,0,15510.72,8685.97,0
,,7100,17000,1210100,Complement específic funcionaris,29386.2,0,29386.2,16346.45,0
,,7100,17000,1210300,Altres complements funcionaris,9250.68,0,9250.68,4427.48,0
,,7100,17000,1300000,Retribucions bàsiques personal laboral,38140.04,0,38140.04,21710.15,0
,,7100,17000,1300200,Altres retribucions personal laboral,15865.56,0,15865.56,9268.13,0
,,7100,17000,1510000,Gratificacions treballs extraordinaris,0,0,0,630,0
,,7100,17000,1600000,Seguretat Social,40647.46,0,40647.46,18249.75,0
,,7100,17000,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,17004.09,0
,,7100,17000,2269900,Altres despeses,425,0,425,269.12,0
,,7110,31103,2269900,Altres despeses,12000,9504.78,21504.78,562.65,0
,,7110,31103,2270600,Estudis i treballs tècnics,66000,0,66000,16260,0
,,7110,31103,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0,3426.57,0
,,7110,31103,4650000,Consell Comarcal. Centre d'acolliment d'animals,77200,0,77200,38595,0
,,7120,17200,2130100,Manteniment instal·lacions,0,0,0,0,0
,,7120,17200,2250000,Tributs estatals,0,0,0,0,0
,,7120,17200,2269900,Altres despeses diverses,0,0,0,0,0
,,7120,17200,2270600,Estudis i treballs tècnics,53000,0,53000,14437.44,0
,,7120,17200,4890100,Altres transferències,1500,0,1500,0,0
,,7130,17220,2270600,Estudis i treballs tècnics,7650,1000,8650,3402.5,0
,,7140,13600,2270600,Estudis i treballs tècnics,25000,-5606.2,19393.8,13682.98,0
,,7140,13600,2279900,Altres treballs realitzats altres empreses i professionals,0,18702.2,18702.2,0,13096
,,7140,13600,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,4356,4356,4356,0
,,7140,17230,2020100,Lloguers,0,0,0,456.32,0
,,7140,17230,2219900,Altres Subministraments,0,0,0,2656.23,0
,,7140,17230,2270600,Estudis i treballs tècnics,41000,-4356,36644,5175.87,0
,,7140,17230,4660000,A altres entitats que agrupin municipis,0,0,0,0,0
,,7140,17230,4800000,transferències a famílies e institucions sense ànims de lucr,0,0,0,0,0
,,7140,17230,4890902,Altres transferències quota associació,0,0,0,0,0
,,7150,16221,2270000,Neteja,75000,5894.16,80894.16,55869.13,0
,,7150,16221,2270100,Seguretat,0,0,0,0,0
,,7150,16221,2270600,Estudis i treballs tècnics,37500,-2567.67,34932.33,7529.01,0
,,7150,16221,6320100,"Edificis i altres construccions, inversió de reposició",0,2567.67,2567.67,0,0
,,7300,15000,1200000,Retribució sou base funcionari A1,36416.24,0,36416.24,20516.67,0
,,7300,15000,1200600,Triennis,4401.96,0,4401.96,2443.38,0
,,7300,15000,1210000,Complement Destí  funcionaris,12358.56,0,12358.56,7202.3,0
,,7300,15000,1210100,Complement específic funcionaris,25096.2,0,25096.2,14620.73,0
,,7300,15000,1300000,Retribucions bàsiques personal laboral,91285.98,0,91285.98,52073.66,0
,,7300,15000,1300200,Altres retribucions personal laboral,21967.08,0,21967.08,12832.43,0
,,7300,15000,1600000,Seguretat Social,53690.1,0,53690.1,26972.83,0
,,7300,15000,2269900,Altres despeses,5000,2000,7000,780.58,0
,,7300,15120,2100000,Despeses reparcel·lació per cooperació Sta Coloma Vella II,0,6168599.38,6168599.38,3148782.79,0
,,7300,15120,2260300,Publicació en diaris oficials,0,0,0,0,0
,,7300,15120,6000100,Expropiacions,1329116.32,1410810.24,2739926.56,2194893.25,209132.98
,,7300,15120,6000200,Inversions en terrenys,0,193490,193490,0,0
,,7300,15210,4490300,TRANSFERÈNCIES A GRAMEPARK SA,0,96190,96190,96190,0
,,7400,13300,6090010,Altres inv. noves en infraestruc i bens destinats ús gral,0,72886.35,72886.35,0,71112.18
,,7400,15002,1200000,Retribució sou base funcionari A1,36727.32,0,36727.32,20652.96,0
,,7400,15002,1200100,Retribució sou base funcionari A2,34027.06,0,34027.06,18944.44,0
