#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials
,,7910,17100,2210101,Aigua fonts públiques,140000
,,7910,32300,2210000,Energia elèctrica,400000
,,7910,32300,2210100,Aigua,146000
,,7910,32300,2210200,Gas,200000
,,7910,33000,2210000,Energia elèctrica,177000
,,7910,33000,2210100,Aigua,52000
,,7910,33000,2210200,Gas,35000
,,7910,34000,2210000,Energia elèctrica,54000
,,7910,34000,2210100,Aigua,1000
,,7910,34000,2210200,Gas,30000
,,7910,34201,2210000,Energia elèctrica,269000
,,7910,34201,2210100,Aigua,79000
,,7910,34201,2210200,Gas,33000
,,7910,43120,2210000,Energia elèctrica,114000
,,7910,43120,2210100,Aigua,35000
,,7910,43120,2210200,Gas,25000
,,7910,92000,2210000,Energia elèctrica,282000
,,7910,92000,2210100,Aigua,65000
,,7910,92000,2210200,Gas,60000
,,8100,92011,1200000,Retribució sou base funcionari A1,25134.58
,,8100,92011,1200300,Retribució sou base funcionari C1,51681.45
,,8100,92011,1200600,Triennis,11365.37
,,8100,92011,1210000,Complement Destí  funcionaris,31499.28
,,8100,92011,1210100,Complement específic funcionaris,88903.8
,,8100,92011,1600000,Seguretat Social,42305.41
,,8100,92011,2200100,"Premsa, revistes, llibres i altres publicacions",15500
,,8100,92011,2260400,Despeses jurídiques,8000
,,8100,92011,2269900,Altres despeses,10000
,,8110,92012,1200000,Retribució sou base funcionari A1,177140.26
,,8110,92012,1200300,Retribució sou base funcionari C1,12748.1
,,8110,92012,1200600,Triennis,24673.88
,,8110,92012,1210000,Complement Destí funcionaris,76134.84
,,8110,92012,1210100,Complement específic funcionaris,176595.36
,,8110,92012,1300000,Retribució bàsiques personal laboral,25916.51
,,8110,92012,1300200,Altre retribucions personal laboral,2374.56
,,8110,92012,1430000,Despeses per substitució,54893.9
,,8110,92012,1600000,Seguretat Social,137247.71
,,8110,92012,2100300,Execució d'obres subsidiàries,18000
,,8110,92012,2200100,"Premsa, revistes, llibres i altres publicacions",3400
,,8110,92012,2260400,Despeses jurídiques,81000
,,8110,92012,2269900,Altres despeses,2000
,,8200,93102,1200000,Retribució sou base funcionari A1,25134.58
,,8200,93102,1200300,Retribució sou base funcionari C1,12459.62
,,8200,93102,1200400,Retribució sou base funcionari C2,11376.35
,,8200,93102,1200600,Triennis,9005.67
,,8200,93102,1210000,Complement Destí  funcionaris,19875.24
,,8200,93102,1210100,Complement específic funcionaris,60430.44
,,8200,93102,1210300,Altres complements funcionaris,5350.08
,,8200,93102,1600000,Seguretat Social,25231.4
,,8200,93102,2269900,Altres despeses,1000
,,8200,93102,2270600,Estudis i treballs tècnics,74000
,,8210,93103,1200000,Retribució sou base funcionari A1,17588.28
,,8210,93103,1200100,Retribució sou base funcionari A2,18667.36
,,8210,93103,1200300,Retrubució sou base funcionari C1,24544.36
,,8210,93103,1200600,Triennis,6886.29
,,8210,93103,1210000,Complement Destí funcionaris,23489.76
,,8210,93103,1210100,Complement específic funcionaris,47001.24
,,8210,93103,1600000,Seguretat Social,34808.11
,,8220,93102,1300000,Retribucions bàsiques personal laboral,65331.8
,,8220,93102,1300200,Altre retribucions personal laboral,18398.76
,,8220,93102,1600000,Seguretat Social,22627.56
,,8300,92502,1200300,Retribució sou base funcionari C1,12490.56
,,8300,92502,1200600,Triennis,3217.35
,,8300,92502,1210000,Complement Destí  funcionaris,3733.92
,,8300,92502,1210100,Complement específic funcionaris,6660.6
,,8300,92502,1210300,Altres complements funcionaris,1012.92
,,8300,92502,1300000,Retribucions bàsiques personal laboral,36087.62
,,8300,92502,1300200,Altres retribucions personal laboral,1346.64
,,8300,92502,1600000,Seguretat Social,18395.96
,,8300,92502,2269900,Altres despeses,27150
,,8300,92502,4890100,Altres transferències,850
,,8400,01101,3100100,Interessos préstec llarg termini,562116.26
,,8400,01101,3100200,Interessos préstec curt termini,30000
,,8400,01101,3530000,Altres despeses financeres (swap BBVA),455741.56
,,8400,01101,9110100,Amortització préstecs llarg termini. Sector públic,84680.51
,,8400,01101,9130100,Amortització préstecs llarg termini. Sector privat,5150116.48
,,8400,15000,4490101,"Transferències a Gramepark, SA per operacions financeres",100000
,,8400,24100,4490101,"Transferències a Grameimpuls,SA per operacions financeres",100000
,,8400,93400,1200100,Retribucions sou base funcionari A2,15691.09
,,8400,93400,1200300,Retribucions sou base funcionari C1,12671.12
,,8400,93400,1200600,Trienis,4457.84
,,8400,93400,1210000,Complement desti funcionaris,9665.52
,,8400,93400,1210100,Complement específic funcionaris,16982.52
,,8400,93400,1300000,Retribucions bàsiques personal laboral,25459.37
,,8400,93400,1300200,Altres retribucions personal laboral,2374.56
,,8400,93400,1600000,Seguretat Social,25282.49
,,8400,93400,2269900,Altres despeses,6000
,,8400,93400,2279909,Contractes desenvolupament serveis,7000
,,8400,93400,2279916,Contractes i Manteniment Programes Informàtics,25000
,,8400,93400,3110100,Despeses de formalització operacions de crèdit,30000
,,8400,93400,3190000,Altres despeses financeres,2000
,,8400,93400,3520000,Interessos de demora,19000
,,8410,93201,2270800,Despeses per la gestió de l'ORGT (executiva),650000
,,8410,93201,2279917,Despeses per la gestió de l'ORGT (multes),150000
,,8410,93201,2279918,Despeses per la gestió de l'ORGT (voluntària IVTM),75000
,,8410,93201,1200300,Retribucions sou base funcionari C1,88587.85
,,8410,93201,1200600,Trienis,15191.82
,,8410,93201,1210000,Complement destí funcionaris,30293.16
,,8410,93201,1210100,Complement específic funcionaris,63471.48
,,8410,93201,1210300,Altres complements funcionaris,207.6
,,8410,93201,1600000,Seguretat social,50401.41
,,8410,93201,2269900,Altres despeses,3000
,,8410,93201,2279909,Contractes desenvolupament serveis,14000
#TOT.,,,,,,103223886.2
