#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Obligacions reconegudes
,,5400,32702,2200100,"Premsa, revistes, llibres i altres publicacions",0,0,0
,,5400,32702,2269900,Altres despeses,35000,0,0
,,5400,32702,2279909,Contractes desenvolupament serveis,0,0,0
,,5411,33402,1300000,Retribucions bàsiques personal laboral,87556.84,0,18482.52
,,5411,33402,1300100,Hores extraordinàries,0,0,1159
,,5411,33402,1300200,Altres retribucions personal laboral,25313.88,0,6470.79
,,5411,33402,1600000,Seguretat Social,32291.28,0,5893.98
,,5411,33402,1620900,ALTRES DESPESES SOCIALS.,0,0,0
,,5411,33402,2030000,"Arrendaments de maquinària, instal·lacions i utillatge",0,0,469.48
,,5411,33402,2219900,Altres subministraments,1000,0,0
,,5411,33402,2269900,Altres despeses,11000,0,0
,,5411,33402,2279909,Contractes desenvolupament serveis,3000,573.54,7578.25
,,5411,33402,2279910,Contractes activitats artístiques i culturals,106000,302.18,14334.96
,,5412,33401,2270600,Estudis i treballs tècnics,0,0,0
,,5412,33401,1300000,Retribucions bàsiques personal laboral,22970.64,0,5007.99
,,5412,33401,1430000,Despeses per substitució,32857.22,0,7334.64
,,5412,33401,1600000,Seguretat Social,17981.76,0,3056.86
,,5412,33401,2030000,"Lloguer de maquinària, instal·lacions tècniques i utillatge",0,0,0
,,5412,33401,2269900,Altres despeses,2000,0,0
,,5412,33401,2279909,Contractes desenvolupament serveis,13000,0,1061.84
,,5412,33401,2279910,Contractes activitats artístiques i culturals,15250,0,1210
,,5412,33402,2279909,Contractes desenvolupament serveis,15000,0,0
,,5413,33302,2150000,"Reparacions, manteniment i conservació de mobiliari",0,0,0
,,5413,33302,2219900,Altres Subministraments,0,0,0
,,5413,33302,2260900,Activitats culturals i esportives,0,0,0
,,5413,33302,6290000,Altres inv noves assoc al funcionam operatiu dels serv,0,0,0
,,5413,33302,1300000,Retribucions bàsiques personal laboral,22082.62,0,4737.72
,,5413,33302,1300100,Hores extraordinàries,0,0,404
,,5413,33302,1300200,Altres retribucions personal laboral,2325.12,0,594.36
,,5413,33302,1310000,Retribucions personal laboral eventual,0,0,0
,,5413,33302,1430000,Despeses per substitució,34493.63,0,7740.48
,,5413,33302,1600000,Seguretat Social,18708.89,0,3285.96
,,5413,33302,2230000,Transports,1000,0,0
,,5413,33302,2240000,Assegurances,1000,0,0
,,5413,33302,2269900,Altres despeses,2000,0,0
,,5413,33302,2270100,Seguretat,0,0,0
,,5413,33302,2270600,Estudis i treballs tècnics,0,150,0
,,5413,33302,2279909,Contractes desenvolupament serveis,1000,0,508.01
,,5413,33302,2279910,Contractes activitats artístiques i culturals,21000,0,0
,,5413,33401,2279910,Contractes activitats artístiques i culturals,0,0,0
,,5414,32701,2260900,Actes i exposicions,0,0,0
,,5414,33301,2219900,Altres Subministraments,0,0,0
,,5414,33301,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,920.39,0
,,5414,33301,1200400,Retribució sou base funcionari C2,10899.74,0,3472.99
,,5414,33301,1200600,Triennis,669.6,0,280.22
,,5414,33301,1210000,Complement Destí  funcionaris,3239.52,0,1223.77
,,5414,33301,1210100,Complement específic funcionaris,9315,0,3518.78
,,5414,33301,1300000,Retribucions bàsiques personal laboral,65667.43,0,14035.71
,,5414,33301,1300100,Hores extraordinàries,0,0,197
,,5414,33301,1300200,Altres retribucions personal laboral,17464.92,0,4464.48
,,5414,33301,1430000,Despeses per substitució,56043.22,0,13735.32
,,5414,33301,1510000,Gratificacions treballs extraordinaris,0,0,714
,,5414,33301,1600000,Seguretat Social,47937.64,0,8636.82
,,5414,33301,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,5414,33301,2200100,"Premsa, revistes, llibres i altres publicacions",0,0,0
,,5414,33301,2230000,Transports,0,0,0
,,5414,33301,2240000,Assegurances,0,0,192.17
,,5414,33301,2260600,"Reunions, conferències i cursos",0,0,379.08
,,5414,33301,2269900,Altres despeses,8500,-920.39,0
,,5414,33301,2270600,Estudis i treballs tècnics,1000,0,0
,,5414,33301,2279909,Contractes desenvolupament serveis,1000,0,0
,,5414,33301,2279910,Contractes activitats artístiques i culturals,33250,3711.55,0
,,5414,33301,4890100,Altres transferències,750,1250,0
,,5414,33401,2030000,"Lloguer de maquinària, instla·lacions tècniques i utillatge",0,0,0
,,5414,33600,2279910,Aletres treballs realitzats per altres empreses i profes.,0,0,0
,,5415,33210,2219900,Altres Subministraments,0,0,0
,,5415,33210,1300000,Retribucions bàsiques personal laboral,33857.94,0,7244.61
,,5415,33210,1300200,Altres retribucions personal laboral,9060.12,0,2315.97
,,5415,33210,1600000,Seguretat Social,13668.36,0,2328.94
,,5415,33210,2190000,Altre immobilitzat material,0,0,0
,,5415,33210,2200100,"Premsa, revistes, llibres i altres publicacions-despeses com",600,1253.58,1999.98
,,5415,33210,2269900,Altres despeses comunes biblioteques,3600,0,0
,,5415,33210,2279900,Altres treballs realitzats altres empreses i professionals,0,0,0
,,5415,33210,2279910,Contractes activitats artístiques i culturals-Comuns Bibliot,11800,0,0
,,5415,33211,1200400,Retribucions bàsiques funcionari C2,0,0,742.01
,,5415,33211,2219900,Altres Subministraments,0,0,0
,,5415,33211,2260600,"Reunions, conferències i cursos",0,0,0
,,5415,33211,6250000,Mobiliari,0,1669.8,0
,,5415,33211,1200300,Retribució sou base funcionari C1,86638.84,0,13694.14
,,5415,33211,1200600,Triennis,8950.62,0,2046.04
,,5415,33211,1210000,Complement Destí  funcionaris,26595.24,0,6084.67
,,5415,33211,1210100,Complement específic funcionaris,54226.2,0,12549.19
,,5415,33211,1510000,Gratificacions treballs extraordinaris,0,0,1312
,,5415,33211,1600000,Seguretat Social,50094.78,0,7589.61
,,5415,33211,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca C",600,0,0
,,5415,33211,2269900,Altres despeses -Biblioteca Central,3600,216.21,0
,,5415,33211,2279910,Contractes activitats artístiques i culturals-Biblioteca Cen,3800,431.5,0
,,5415,33211,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,0,0
,,5415,33212,2219900,Altres Subministraments,0,0,0
,,5415,33212,2260600,"Reunions, conferències i cursos",0,0,0
,,5415,33212,1200300,Retribució sou base funcionari C1,49602.26,0,9170.28
,,5415,33212,1200400,Retribució sou base funcionari C2,10762.12,0,1908.03
,,5415,33212,1200600,Triennis,6878.7,0,1744.65
,,5415,33212,1210000,Complement Destí  funcionaris,18436.8,0,4713
,,5415,33212,1210100,Complement específic funcionaris,39033.6,0,9977.88
,,5415,33212,1510000,Gratificacions treballs extraordinaris,0,0,1440
,,5415,33212,1600000,Seguretat Social,31938.78,0,5806.28
,,5415,33212,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca C",600,0,0
,,5415,33212,2269900,Altres despeses -Biblioteca Can Peixauet,3600,434.47,0
,,5415,33212,2279910,Contractes activitats artístiques i culturals-Biblioteca Can,3800,0,0
,,5415,33213,2219900,Altres Subministraments,0,0,0
,,5415,33213,1200300,Retribució sou base funcionari C1,49242.96,0,9718.32
,,5415,33213,1200400,Retribució sou base funcionari C2,10725.28,0,1908.03
,,5415,33213,1200600,Triennis,3997.86,0,882.09
,,5415,33213,1210000,Complement Destí  funcionaris,18436.8,0,4303.14
,,5415,33213,1210100,Complement específic funcionaris,39033.6,0,9142.23
,,5415,33213,1510000,Gratificacions treballs extraordinaris,0,0,1152
,,5415,33213,1600000,Seguretat Social,38003.3,0,6167.32
,,5415,33213,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca S",600,0,0
,,5415,33213,2269900,Altres despeses -Biblioteca Singuerlin,3600,0,0
,,5415,33213,2279910,Contractes activitats artístiques i culturals-Biblioteca Sin,3800,0,0
,,5415,33214,2120100,Manteniment edificis,0,0,0
,,5415,33214,2219900,Altres Subministraments,0,0,0
,,5415,33214,2260600,"Reunions, conferències i cursos",0,0,0
,,5415,33214,1200300,Retribució sou base funcionari C1,24534.48,0,5596.9
,,5415,33214,1200600,Triennis,1120.53,0,223.6
,,5415,33214,1210000,Complement Destí  funcionaris,7598.64,0,1618.7
,,5415,33214,1210100,Complement específic funcionaris,15493.2,0,3300.35
,,5415,33214,1510000,Gratificacions treballs extraordinaris,0,0,160
,,5415,33214,1600000,Seguretat Social,15375,0,2247.2
,,5415,33214,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca F",600,0,0
,,5415,33214,2269900,Altres despeses -Biblioteca Fondo,3600,0,0
,,5415,33214,2279910,Contractes activitats artístiques i culturals-Biblioteca Fon,3800,0,0
,,5415,33214,6250000,Mobiliari,0,0,0
,,5416,33403,2279910,Contractes activitats artístiques i culturals,11300,0,0
,,5417,33404,2120100,Manteniment edifici CJ Rellotge XXI,0,0,0
,,5417,33404,2269900,Altres despeses -Centre Rellotge XXI,1000,0,0
,,5417,33404,2279909,Contractes desenvolupament serveis- Centre Rellotge XXI,128000,0,17955.66
,,5417,33405,2120100,Manteniment edifici CRJ Mas Fonollar,0,0,0
,,5417,33405,2269900,Altres despeses -Mas Fonollar,1000,0,0
,,5417,33405,2279909,Contractes desenvolupament serveis - Mas Fonollar,149710,0,0
,,5417,33406,2279909,Contractes desenvolupament serveis -Servei Pidces,14000,0,0
,,5417,33407,2030000,"Arrendament maquinària, instal·lacions i utillatge",0,0,0
,,5417,33407,2210500,Prodcutes alimentaris,0,0,0
,,5417,33407,2311001,Locomoció personal directiu,0,0,115.92
,,5417,33407,1430000,Despeses per substitució,29873.04,0,0
,,5417,33407,1600000,Seguretat Social,9371.52,0,0
,,5417,33407,2219900,Altres Subministraments,0,0,0
,,5417,33407,2260600,"Reunions, conferències i cursos",0,0,0
,,5417,33407,2260900,Activitats culturals i esportives,0,0,0
,,5417,33407,2279909,Contractes desenvolupament serveis- Programa Joventut,55000,0,0
,,5417,33407,2279910,Contractes activitats artístiques i culturals,0,0,0
,,5418,32601,2030000,"Arrendament maquinària, instal·lacions i utillatge",0,0,0
,,5418,32601,2219900,Altres Subministraments,0,0,0
,,5418,32601,2279910,Altres treballs realitzats per altres empreses i profes.,0,0,0
,,5418,32601,2269900,Altres despeses,4400,0,0
,,5418,32601,2270100,Seguretat,0,0,0
,,5418,32601,2279909,Estudis i treballs tècnics,69500,0,35032.4
,,5419,23104,4890300,Transferències entitats (Dependència i vulnerabilitat),12573.75,0,0
,,5419,23106,4800200,Transferències entitats (Atenció a les famílies),15750,0,0
,,5419,23113,4890100,Transferències entitats (Polítiques d'igualtat de gènere i L,5286.75,0,0
,,5419,31100,4890300,Transferències entitats (Medi ambient i higiene ambiental),1627.5,0,0
,,5419,31101,4890300,Transferències entitats (Salut pública i consum),16616.25,0,0
,,5419,32600,4890100,Transferències entitats (Educació),5775,0,0
,,5419,33400,4890300,Transferències entitats (Cultura),45688.36,0,0
,,5419,33702,4890300,Transferències entitats (Infància i Joventut),5761.64,0,0
,,5419,92023,1300000,Retribucions bàsiques personal laboral,33754.2,0,7224.33
,,5419,92023,1300200,Altres retribucions personal laboral,8691,0,2221.62
,,5419,92023,1600000,Seguretat Social,13234.8,0,2289
,,5419,92400,4890100,Transferències entitats (Associacionisme veinal i de gent gr,18761.83,0,0
,,5419,92400,4890300,Transferències entitats (Mediació i convivència),1443.75,0,0
,,5500,23103,2120100,Arrenjament habitatges,39000,0,0
,,5500,23104,2279909,Contractes desenvolupament serveis,40000,579.15,0
,,5500,23104,4490300,"Transferències a Gramepark, SA",0,0,0
,,5500,23105,2219900,Altres Subministraments,0,0,0
,,5500,23105,1200000,Retribució sou base funcionari A1,18014.64,0,5478.18
,,5500,23105,1200100,Retribució sou base funcionari A2,127868.56,0,55515.04
,,5500,23105,1200300,Retribució sou base funcionari C1,12023.16,0,3961.07
,,5500,23105,1200400,Retribució sou base funcionari C2,21929.12,0,6842.16
,,5500,23105,1200600,Triennis,19164.01,0,3743.56
,,5500,23105,1210000,Complement Destí  funcionaris,55968.72,0,22197.07
,,5500,23105,1210100,Complement específic funcionaris,107155.92,0,42827.39
,,5500,23105,1300000,Retribucions bàsiques personal laboral,608061.96,114751.63,133724.53
,,5500,23105,1300100,Hores extraordinàries,0,0,252.6
,,5500,23105,1300200,Altres retribucions personal laboral,77949.24,0,16887.42
,,5500,23105,1310000,Retribucions personal Laboral eventual,15065.1,0,3339.48
,,5500,23105,1430000,Despeses per substitució,136814.85,0,35770.14
,,5500,23105,1600000,Seguretat Social,369910.55,0,68345.37
,,5500,23105,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0
,,5500,23105,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,5500,23105,2210500,Productes alimentaris,1000,0,8453.18
,,5500,23105,2230000,Transports,1000,0,0
,,5500,23105,2269900,Altres despeses,1000,0,0
,,5500,23105,2270400,"Custòcia, dipòsit i magatzematge",1000,0,3608.02
,,5500,23105,2270600,Estudis i treballs tècnics,0,0,0
,,5500,23105,2279909,Contractes desenvolupament serveis,137674,0,40239.82
,,5500,23105,4800100,Transferències Serveis Socials,392500,4860,43202.83
,,5500,23105,4800101,Conveni Aspanide (desenvolupament de Projectes d'Atenció Soc,20000,0,0
,,5500,23105,4800102,Conveni Associació Ajuda'm Predegent (Projecte d'estimulació,17000,0,0
,,5500,23105,4800103,Conveni Associació Coordinadora d'Ajuda Unida -ACAU (Program,16008.8,0,0
,,5500,23105,4800104,Conveni Fundació Privada Germina (Serveis Centre Obert),169537,0,0
,,5500,23105,4800105,Conveni El Far Servei Social Protestant (Serveis Centre Ober,112857,0,0
,,5500,23105,4800106,Conveni Càritas Diocesana de Barcelona (Projecte materno inf,10000,0,0
,,5500,23105,4800107,Conveni Associació Casal dels Infants per a l'acció social a,46234,0,0
,,5500,23105,4800108,Conveni Fundació Champagnat (Serveis Centre Obert Rialles),141028,0,0
,,5500,23105,4800109,"Conveni Fundació Champagnat (Projecte """"Xela"""" 2019-2019)",82308.18,0,36152.14
,,5500,23105,4800110,Conveni Casal dels Infants per a l'acció social als barris (,103410.6,0,0
,,5500,23105,4800111,Conveni Habitat3 (Polítiques socials d'habitatge),82238.28,0,0
,,5500,23115,4890800,Fons d' ajuts socials,2928948.64,-64124.76,580000
,,5500,23115,4890900,Programa Metropolità de mesures contra la pobresa energètica,0,0,0
,,5500,23123,2279909,Contractes desenvolupament serveis-Casals d'estiu,50000,0,0
,,5500,92023,1200100,Retribució sou base funcionari A2,15961,0,3053.37
,,5500,92023,1200300,Retribució sou base funcionari C1,12332.84,0,2292.57
,,5500,92023,1200600,Triennis,3819.48,0,976.53
,,5500,92023,1210000,Complement Destí  funcionaris,8716.8,0,2228.28
,,5500,92023,1210100,Complement específic funcionaris,15982.92,0,4085.58
,,5500,92023,1210300,Altres Complements,0,0,1899.99
,,5500,92023,1300000,Retribucions bàsiques personal laboral,59298.86,0,13448.19
,,5500,92023,1300100,Hores extraordinàries,0,0,196
,,5500,92023,1300200,Altres retribucions personal laboral,4043.52,0,617.64
,,5500,92023,1430000,Despeses per substitucions,0,0,6663.48
,,5500,92023,1600000,Seguretat Social,34723.56,0,6054.15
,,5514,23100,1620900,Premi antiguitat,0,0,690.31
,,5514,23100,1200000,Retribució sou base funcionari A1,18020.64,0,3531.24
,,5514,23100,1200100,Retribució sou base funcionari A2,15978.74,0,3053.37
,,5514,23100,1200300,Retribució sou base funcionari C1,14977.32,0,2292.57
,,5514,23100,1200600,Triennis,8374.99,0,2061.9
,,5514,23100,1210000,Complement Destí  funcionaris,15067.32,0,3851.64
,,5514,23100,1210100,Complement específic funcionaris,25403.76,0,6493.77
,,5514,23100,1210300,Altres complements funcionaris,13146.36,0,3360.54
,,5514,23100,1300000,Retribucions bàsiques personal laboral,68851.34,0,14773.98
,,5514,23100,1300200,Altres retribucions personal laboral,14713.32,0,3761.07
,,5514,23100,1600000,Seguretat Social,58256.65,0,10055.44
,,5514,23118,2230000,Transport,0,0,90
,,5514,23118,2302001,Dietes personal no directiu,0,0,30
,,5514,23118,2030000,"Arrendaments de maquinària, instal·lacions i utillatge",0,0,0
,,5514,23118,2219900,Altres Subministraments,0,0,30
,,5514,23118,2269900,Altres despeses,3090,0,0
,,5514,23118,2270600,Estudis i treballs tècnics,9700,0,0
,,5514,23118,2279910,Altres treballs realitzats per altres empreses i profes.,0,0,0
,,5514,23118,4890101,Conveni Associació Banc del Temps de Santa Coloma de Gramene,8000,0,0
,,5600,23121,2030000,"Arrendament maquinària, instal·lacions i utillatge",0,0,0
,,5600,23121,2269900,Altres despeses diverses,0,0,0
,,5600,23121,2270100,Seguretat,0,0,0
,,5600,23121,2270600,Estudis i treballs tècnics,0,0,0
,,5600,23121,2279909,Contractes desenvolupament serveis,700888.5,0,0
,,5600,32700,1620900,Premi antiguitat,0,0,0
,,5600,32700,1200300,tribucions sou base funcionari C1,12211.96,0,2292.57
,,5600,32700,1200400,tribucions sou base funcionari C2,10465.84,0,1908.03
,,5600,32700,1200600,Trienis,1311.84,0,335.4
,,5600,32700,1210000,Complement destí funcionaris,7038.84,0,1799.34
,,5600,32700,1210100,Complement específic funcionaris,14152.44,0,3617.64
,,5600,32700,1300000,Retribucions bàsiques personal laboral,58049.28,0,12522.45
,,5600,32700,1300200,Altres retribucions personal laboral,10930.56,0,2794.08
,,5600,32700,1310000,Retribucions personal laboral eventual,13628.06,0,3027.81
,,5600,32700,1600000,Seguretat Social,38945.64,0,6737.2
,,5600,33700,1310000,Retribucions personal laboral eventual,0,0,0
,,5600,92402,2260900,Actes i exposicions,0,0,0
,,5600,92402,2270600,Estudis i treballs tècnics,0,0,0
,,5600,92403,2269914,Dinamització processos,0,0,0
,,5700,33801,2030000,"Arrendaments maquinària, instal·lacions i utillatge",30000,0,0
,,5700,33801,2260900,Actes i exposicions,9000,0,0
,,5700,33801,2269900,"Custòcia, dipòsit i magatzematge",1000,0,0
,,5700,33801,2270100,Seguretat,0,0,0
,,5700,33801,2279909,Contractes desenvolupament serveis,10000,0,0
,,5700,33801,2279910,Altres treballs realitzats per altres empreses i profes.,0,0,0
,,5800,33701,1620900,Premi antiguitat,0,0,0
,,5800,33701,2260600,"Reunions, conferències i cursos",0,0,0
,,5800,33701,2302001,Dietes personal no directiu,0,0,0
,,5800,33701,2312001,Locomoció personal no diectiu,0,0,0
,,5800,33701,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,831.27,0
,,5800,33701,1200100,Sous del grup A2,0,0,0
,,5800,33701,1200300,tribucions sou base funcionari C1,14712.64,0,2292.57
,,5800,33701,1200400,tribucions sou base funcionari C2,64242.64,0,18415.41
,,5800,33701,1200600,Trienis,7046.04,0,1699.97
,,5800,33701,1210000,Complement Desti funcionaris,25787.64,0,7362.03
,,5800,33701,1210100,Complement Específic funcionaris,66429.12,110494.66,18893.38
,,5800,33701,1300000,Retribucions bàsiques personal laboral,132649.08,0,29365.8
,,5800,33701,1300100,Hores extraordinàries,0,0,128
,,5800,33701,1300200,Altres retribucions personal laboral,4599.6,0,1003.89
,,5800,33701,1310000,Retribucions personal eventual temporal,31150.43,0,6885.06
,,5800,33701,1430000,espeses per substitucions,97500.14,0,24724.79
,,5800,33701,1510000,Gratificacions treballs extraordinaris,0,0,571
,,5800,33701,1600000,Seguretat Social,138161.17,0,22363.2
,,5800,33701,1610400,Indemnització per jubilacions anticipades.,0,0,0
,,5800,33701,2120100,Manteniment d'edificis-casals,34000,-831.27,0
,,5800,33701,2219900,Altres subministraments,1000,0,1140.38
,,5800,33701,2230000,Transports,1000,0,0
,,5800,33701,2240000,Assegurances,1000,0,0
,,5800,33701,2269900,Altres despeses,21100,0,0
,,5800,33701,2270100,Seguretat,0,0,553.82
,,5800,33701,2279909,Contractes desenvolupament serveis,61000,2341.96,8815.34
,,5800,33701,4890100,Altres transferències,26000,0,0
,,5800,33701,6190000,Altres inv de reposicio en infrastr i bens dest us gral,0,0,0
,,5800,33701,6250000,Mobiliari,0,0,0
,,5800,33701,6290000,Altres inv noves assoc al funcionam operatiu dels serv,0,0,0
,,5900,34000,2240000,Assegurances,0,0,0
,,5900,34000,2269900,Altres despeses,1600,0,0
,,5900,34000,2270600,Estudis i treballs Tècnics Administració,4350,0,0
,,5900,34100,2000000,Arrendament de terrenys i béns naturals,0,0,0
,,5900,34100,2030000,"Arrendament maquinària, instal·lacions i utillatge",0,0,0
,,5900,34100,2260921,Actes i activitats esportives,37000,0,312.18
,,5900,34100,2270000,Neteja,250,0,0
,,5900,34100,1300000,Retribucions bàsiques personal laboral,94742.41,0,21281.25
,,5900,34100,1300200,Altres retribucions personal laboral,18937.08,0,3922.26
,,5900,34100,1600000,Seguretat social,36137.38,0,4528.84
,,5900,34100,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,5900,34100,2230000,Transport,250,0,515
,,5900,34100,2260201,Publicitat i comunicació-foment esport,2500,0,0
,,5900,34100,2269950,Despeses EN ESPECIE Cursa per la vida,0,0,0
,,5900,34100,2269999,Despeses subvencions EN ESPÈCIE,0,1528.19,0
,,5900,34100,2270100,Seguretat,0,0,0
,,5900,34100,2270600,Estudis i treballs Tècnics Promoció,4900,0,0
,,5900,34100,2279915,Activitats esportives Gent Gran,56000,0,16155.7
,,5900,34100,4890700,Programes esportius,81700,0,0
,,5900,34100,4890801,Conveni Consell Esportiu Barcelonès Nord,35000,0,0
,,5900,34100,4890802,Associació Natació Gramenet - Ús piscina,13500,0,0
,,5900,34100,4890803,Unió Colomenca d'Atletisme - Organització Cross A. Amorós,15000,0,0
,,5900,34100,4890804,Club Patí Gramenet - Festival Patinatge,4200,0,0
,,5900,34100,4890808,Futbol Sala García - Promoció Futbol Sala,95000,81850.01,0
,,5900,34100,4890811,Futbol Sala Ràpid Santa Coloma - Torneig FS,4500,0,0
,,5900,34100,4890812,Club Ciclista Colomenc - Cursa Veterans Festa Major,2500,0,0
,,5900,34100,4890815,Fundació Esportiva Grama - Promoció del futbol,123000,0,0
,,5900,34100,4890820,Associació Espanyola Contra el Càncer-Cursa per la vida,14200,0,0
,,5900,34100,6250000,Mobiliari i material tècnic,6000,0,0
,,5900,34201,6250000,Mobiliari i material tècnic,0,6000,0
,,5900,34201,1300000,Retribucions bàsiques personal laboral,142526.49,0,20612.64
,,5900,34201,1300100,Hores extraordinàries,0,0,1410.8
,,5900,34201,1300200,Altres retribucions personal laboral,11561.88,0,2041.38
,,5900,34201,1310000,Retribucions personal laboral eventual,0,0,2778.51
,,5900,34201,1430000,Despeses per substitucions,0,0,14937.48
,,5900,34201,1600000,Seguretat social,50170.86,0,11138.48
,,5900,34201,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,5900,34201,2120100,Manteniment d'instal·lacions esportives,37000,-6000,1982.14
,,5900,34201,2211100,Material Tècnic,6000,0,1162.81
,,5900,34201,2219900,Altres subministraments,3500,0,3857.96
,,5900,34201,2269901,Lloguer instal·lacions partits Futbol Sala Garcia,100000,-81850.01,18149.99
,,5900,34201,2279919,Serveis de consergeria,420000,0,14998.65
,,5900,34201,4890818,Institut Numància - Pistes esportives,6500,0,0
,,5900,34201,4890819,Institut Can Peixauet - Pistes Esportives,9500,0,0
,,5900,34201,4890821,Centre Esportiu Raval,100000,0,0
,,5900,34201,4890824,Institut Les Vinyes-Pistes Esportives,6500,0,0
,,5900,34201,6240000,Elements de transport,0,0,0
,,5900,34201,7700000,Subvenció obres millora i ampliació CEM Can Zam a Duet Can Z,145715.27,0,0
,,6000,92022,1100000,Retribucions Bàsiques Eventual Gabinets,17176.28,0,4085.19
,,6000,92022,1100100,Retribucions Complementàries Eventual Ga,46185.96,0,9538.23
,,6000,92022,1600000,Seguretat Social,14012.64,0,2539.74
,,6000,92023,1200300,Retribució sou base funcionari C1,12164.76,0,2292.57
,,6000,92023,1200600,Triennis,983.88,0,251.55
,,6000,92023,1210000,Complement Destí  funcionaris,3799.32,0,971.22
,,6000,92023,1210100,Complement específic funcionaris,6777.72,0,1732.53
,,6000,92023,1510000,Gratificacions treballs extraordinaris,0,0,0
,,6000,92023,1600000,Seguretat Social,7372.8,0,1278.09
,,6000,92400,2269900,Altres despeses,500,0,0
,,6100,32000,1300100,Treballs extraordinaris laborals,0,0,1301.2
,,6100,32000,1300000,Retribucions bàsiques personal laboral,67478.18,0,15406.84
,,6100,32000,1300200,Altres retribucions personal laboral,16202.64,0,3230.34
,,6100,32000,1600000,Seguretat Social,25845.84,0,4968.89
,,6100,32000,2030000,"Lloguer de maquinària, instal·lacions tècniques i utillatge",0,0,0
,,6100,32000,2260300,Anuncis oficials,1000,0,250
,,6100,32000,2269900,Altres despeses,500,0,0
,,6100,32000,2279909,Altres treballs realitzats per empreses i profesionals,0,0,0
,,6100,32602,4890100,Transferències Consell Comarcal. Transport escolar,50000,0,0
,,6100,32603,4890100,Conveni Casal del Mestre (Activitats educatives),8500,0,6375
,,6100,92023,1300000,Retribucions bàsiques personal laboral,25891.32,0,5727.66
,,6100,92023,1600000,Seguretat Social,8113.2,0,1404.56
,,6100,92023,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,6110,32001,2030000,"Lloguer de maquinària, instal·lacions tècnicques i utillatge",0,0,0
,,6110,32001,2260600,"Reunions, conferències i cursos",0,0,0
,,6110,32001,2269900,Altres despeses,13000,0,0
,,6110,32001,2279909,Altres treballs realitzats per empreses i profesionals,0,400,7491.23
,,6110,32604,1200100,Sous del grup A2,0,0,0
,,6110,32604,1210000,Complement de destinació,0,0,0
,,6110,32604,1210100,Complement específic,0,0,0
,,6110,32604,1300000,Retribucions bàsiques,0,0,0
,,6110,32604,1430000,Despeses per substitució,29873.04,0,6663.48
,,6110,32604,1600000,Seguretat Social,9371.52,0,1754.08
,,6110,32604,4890600,Transferència a les famílies per l'adquisició de llibres,778270,0,0
,,6110,32605,4890601,Transferència a les famílies per l'adquisició d'ordinadors,187500,0,0
,,6110,32606,4890100,Ajuts educació post obligatoria,50000,0,0
,,6120,32607,2210500,Productes alimentaris,0,0,0
,,6120,32607,1200100,Retribució sou base funcionari A2,16218.58,0,6106.74
,,6120,32607,1200600,Triennis,3492.12,0,892.83
,,6120,32607,1210000,Complement Destí  funcionaris,4917.48,0,2514.12
,,6120,32607,1210100,Complement específic funcionaris,9205.2,0,4706.1
,,6120,32607,1300000,Retribucions bàsiques personal laboral,22757.2,0,4963.62
,,6120,32607,1300200,Altres retribucions personal laboral,672.48,0,171.93
,,6120,32607,1600000,Seguretat Social,18113.64,0,4837.38
,,6120,32607,1620900,Altres despeses socials (premis antiguitat),0,0,0
,,6120,32607,2030000,"Arrendaments de maquinaria, instal·lacions i utillatge",0,0,0
,,6120,32607,2230000,Transports,0,0,4658
,,6120,32607,2260600,"Reunions, conferències i cursos",0,360,9431.17
,,6120,32607,2269900,Altres despeses,5000,7223.7,0
,,6120,32607,2270100,Seguretat,0,0,0
,,6120,32607,2270600,Estudis i treballs tècnics,0,0,393.25
,,6120,32607,2279909,Contractes desenvolupament serveis,98000,200,13327
,,6120,32607,2279910,Contractes activitats artístiques i culturals,0,0,6024
,,6120,32608,1300000,Retribucions bàsiques personal laboral,67665.64,0,14653.37
,,6120,32608,1300100,Treballs extraordinaris,0,0,620.16
,,6120,32608,1300200,Altres retribucions personal laboral,3874.92,0,990.54
,,6120,32608,1310000,Retribucions personal Laboral eventual,32260.32,0,7197.15
,,6120,32608,1600000,Seguretat Social,33091.17,0,5722.56
,,6120,32608,2279909,Contractes desenvolupament serveis (pla educatiu entorn),23400,1834.36,1189
,,6130,32301,1200300,Retribucions sou base funcionari C1,0,0,1375.54
,,6130,32301,1200600,Triennis,0,0,0
,,6130,32301,1300100,Gratificacions treballs extraordinaris,0,0,595.35
,,6130,32301,1200400,Sous del grup C2,0,0,0
,,6130,32301,1210000,Complement de destinació,0,0,582.73
,,6130,32301,1210100,Complement específic,0,0,1039.52
